Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD315,Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,2015-08-09,South,1835,0.29,660.6,Tamil Nadu
OD316,Malik,Snacks,Noodles,Chennai,2015-08-09,South,2281,0.22,775.54,Tamil Nadu
OD318,Arvind,Bakery,Cakes,Vellore,2015-11-04,East,1123,0.23,89.84,Tamil Nadu
OD319,Sudeep,Snacks,Cookies,Viluppuram,2015-11-04,East,1079,0.24,410.02,Tamil Nadu
OD320,Arvind,Food Grains,Organic Staples,Krishnagiri,2015-11-04,East,1027,0.16,328.64,Tamil Nadu
OD321,Alan,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2015-11-04,East,1771,0.28,602.14,Tamil Nadu
OD322,Sheeba,Oil & Masala,Spices,Karur,2015-11-04,East,1171,0.16,363.01,Tamil Nadu
OD326,Ravi,Food Grains,Rice,Krishnagiri,2018-11-03,South,1400,0.17,406.0,Tamil Nadu
OD335,Verma,Oil & Masala,Spices,Perambalur,2016-09-01,West,1228,0.25,442.08,Tamil Nadu
OD336,Yadav,Food Grains,Rice,Perambalur,2016-09-01,West,1501,0.24,210.14,Tamil Nadu
OD337,Alan,Fruits & Veggies,Organic Vegetables,Nagercoil,2016-09-01,West,1094,0.26,415.72,Tamil Nadu
OD338,Hussain,Bakery,Cakes,Dharmapuri,2015-07-12,West,1179,0.2,106.11,Tamil Nadu
OD339,Suresh,Food Grains,Atta & Flour,Viluppuram,2015-07-12,West,1127,0.29,416.99,Tamil Nadu
OD347,Suresh,Fruits & Veggies,Organic Vegetables,Pudukottai,2018-07-08,East,1113,0.21,356.16,Tamil Nadu
OD348,Roshan,Food Grains,Rice,Theni,2018-07-08,East,1966,0.1,629.12,Tamil Nadu
OD349,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,2018-07-08,East,2138,0.13,684.16,Tamil Nadu
OD350,Sabeela,Food Grains,Atta & Flour,Bodi,2017-09-01,East,978,0.17,68.46,Tamil Nadu
OD351,Willams,Fruits & Veggies,Fresh Vegetables,Karur,2017-09-01,East,2014,0.26,684.76,Tamil Nadu
OD352,Shah,Bakery,Breads & Buns,Viluppuram,2017-09-01,East,645,0.21,187.05,Tamil Nadu
OD353,Krithika,Food Grains,Rice,Karur,2017-09-01,East,2194,0.12,680.14,Tamil Nadu
OD354,Vidya,Beverages,Health Drinks,Ooty,2017-09-01,East,1244,0.17,62.2,Tamil Nadu
OD355,Surya,Bakery,Biscuits,Kanyakumari,2017-04-08,East,743,0.35,289.77,Tamil Nadu
OD356,Yadav,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2017-04-08,East,2474,0.21,593.76,Tamil Nadu
OD357,Malik,Snacks,Cookies,Trichy,2017-04-08,East,1494,0.2,74.7,Tamil Nadu
OD358,Vidya,Oil & Masala,Spices,Coimbatore,2017-04-08,East,1174,0.19,328.72,Tamil Nadu
OD360,Ridhesh,Fruits & Veggies,Organic Vegetables,Pudukottai,2018-03-08,South,2297,0.13,528.31,Tamil Nadu
OD361,Amrish,Snacks,Noodles,Namakkal,2018-03-08,South,562,0.13,56.2,Tamil Nadu
OD387,Esther,Bakery,Biscuits,Virudhunagar,2016-12-03,East,2201,0.21,462.21,Tamil Nadu
OD388,Harish,Snacks,Cookies,Pudukottai,2016-12-03,East,1964,0.22,314.24,Tamil Nadu
OD390,Shree,Bakery,Biscuits,Coimbatore,2018-12-11,East,2282,0.19,114.1,Tamil Nadu
OD391,Jonas,Bakery,Breads & Buns,Karur,2018-12-11,East,2294,0.18,596.44,Tamil Nadu
OD394,Ridhesh,Oil & Masala,Edible Oil & Ghee,Pudukottai,2015-06-07,Central,1912,0.29,382.4,Tamil Nadu
OD399,Mathew,Bakery,Breads & Buns,Trichy,2017-09-08,Central,1042,0.2,177.14,Tamil Nadu
OD400,Veronica,Beverages,Health Drinks,Virudhunagar,2017-09-08,Central,1519,0.23,318.99,Tamil Nadu
OD401,Yadav,Beverages,Health Drinks,Perambalur,2017-09-08,Central,532,0.26,148.96,Tamil Nadu
OD402,Adavan,"Eggs, Meat & Fish",Chicken,Ooty,2017-09-08,Central,1477,0.23,73.85,Tamil Nadu
OD406,Kumar,Food Grains,Atta & Flour,Perambalur,2018-12-08,West,762,0.31,198.12,Tamil Nadu
OD407,Sharon,Food Grains,Rice,Tenkasi,2018-12-08,West,904,0.17,63.28,Tamil Nadu
OD408,Ravi,Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-12-08,West,958,0.18,182.02,Tamil Nadu
OD409,Surya,Beverages,Soft Drinks,Trichy,2018-12-08,West,2193,0.33,899.13,Tamil Nadu
OD410,Krithika,"Eggs, Meat & Fish",Eggs,Krishnagiri,2018-12-08,West,830,0.14,66.4,Tamil Nadu
OD411,Krithika,Bakery,Cakes,Nagercoil,2018-12-08,West,1531,0.28,505.23,Tamil Nadu
OD412,Harish,Snacks,Cookies,Coimbatore,2018-12-08,West,2355,0.14,753.6,Tamil Nadu
OD413,Jonas,Oil & Masala,Edible Oil & Ghee,Perambalur,2018-12-08,West,917,0.19,256.76,Tamil Nadu
OD414,Ridhesh,Bakery,Breads & Buns,Dharmapuri,2018-12-08,West,1433,0.25,458.56,Tamil Nadu
OD415,Sudha,"Eggs, Meat & Fish",Fish,Namakkal,2018-11-03,West,2246,0.31,965.78,Tamil Nadu
OD416,Arvind,Food Grains,Dals & Pulses,Salem,2018-11-03,West,2130,0.23,937.2,Tamil Nadu
OD419,Jackson,Food Grains,Dals & Pulses,Karur,2018-11-06,South,1382,0.1,290.22,Tamil Nadu
OD420,Hussain,Beverages,Health Drinks,Tirunelveli,2018-03-04,West,807,0.32,88.77,Tamil Nadu
OD421,Shree,"Eggs, Meat & Fish",Fish,Virudhunagar,2018-03-04,West,1272,0.24,305.28,Tamil Nadu
OD428,Amrish,Snacks,Noodles,Coimbatore,2015-09-12,East,707,0.1,226.24,Tamil Nadu
OD429,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,2018-10-01,Central,913,0.19,374.33,Tamil Nadu
OD434,Roshan,Bakery,Breads & Buns,Madurai,2017-06-06,East,1152,0.11,264.96,Tamil Nadu
OD437,Ram,"Eggs, Meat & Fish",Eggs,Dharmapuri,2017-06-12,Central,2200,0.1,792.0,Tamil Nadu
OD438,Aditi,Snacks,Noodles,Tenkasi,2017-06-12,Central,861,0.25,258.3,Tamil Nadu
OD441,Sudeep,Fruits & Veggies,Fresh Vegetables,Coimbatore,2017-09-05,Central,620,0.3,74.4,Tamil Nadu
OD442,James,Snacks,Noodles,Ooty,2017-09-05,Central,1216,0.27,547.2,Tamil Nadu
OD443,Sudha,"Eggs, Meat & Fish",Fish,Dindigul,2017-09-05,Central,686,0.3,34.3,Tamil Nadu
OD444,Amrish,Food Grains,Dals & Pulses,Karur,2017-09-05,Central,1648,0.23,313.12,Tamil Nadu
OD445,Sudeep,Food Grains,Dals & Pulses,Salem,2017-09-05,Central,506,0.23,217.58,Tamil Nadu
OD446,Yadav,Snacks,Chocolates,Tirunelveli,2017-09-05,Central,1579,0.21,347.38,Tamil Nadu
OD448,Shree,Beverages,Soft Drinks,Namakkal,2017-04-01,East,2020,0.22,848.4,Tamil Nadu
OD449,Ganesh,Bakery,Cakes,Pudukottai,2017-04-01,East,695,0.24,104.25,Tamil Nadu
OD450,Sudha,Food Grains,Dals & Pulses,Dharmapuri,2017-04-01,East,2453,0.35,367.95,Tamil Nadu
OD451,Amy,Oil & Masala,Masalas,Pudukottai,2017-04-01,East,1820,0.23,637.0,Tamil Nadu
OD452,Verma,"Eggs, Meat & Fish",Mutton,Virudhunagar,2017-04-01,East,508,0.28,152.4,Tamil Nadu
OD453,Veena,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-04-01,East,2459,0.23,860.65,Tamil Nadu
OD457,Ridhesh,Food Grains,Dals & Pulses,Tirunelveli,2015-02-12,West,2142,0.26,664.02,Tamil Nadu
OD472,Yadav,Bakery,Breads & Buns,Perambalur,2015-11-09,West,2271,0.23,658.59,Tamil Nadu
OD473,Amrish,"Eggs, Meat & Fish",Chicken,Chennai,2015-11-09,West,1977,0.33,514.02,Tamil Nadu
OD474,Yadav,Beverages,Soft Drinks,Perambalur,2015-11-09,West,1388,0.34,208.2,Tamil Nadu
OD475,Esther,"Eggs, Meat & Fish",Fish,Namakkal,2015-11-09,West,2115,0.19,359.55,Tamil Nadu
OD476,Haseena,Oil & Masala,Masalas,Krishnagiri,2015-11-09,West,1976,0.18,790.4,Tamil Nadu
OD477,Hussain,Bakery,Breads & Buns,Perambalur,2015-11-09,West,1323,0.22,251.37,Tamil Nadu
OD478,Rumaiza,Food Grains,Organic Staples,Perambalur,2017-07-12,West,639,0.25,255.6,Tamil Nadu
OD482,Shah,Bakery,Cakes,Karur,2015-10-06,West,2157,0.25,949.08,Tamil Nadu
OD485,Vince,Snacks,Cookies,Tenkasi,2018-06-10,West,1892,0.19,491.92,Tamil Nadu
OD486,Ramesh,Snacks,Cookies,Coimbatore,2018-06-10,West,1943,0.14,777.2,Tamil Nadu
OD487,Harish,Fruits & Veggies,Organic Fruits,Coimbatore,2018-06-10,West,1968,0.14,649.44,Tamil Nadu
OD489,Haseena,Snacks,Cookies,Ramanadhapuram,2015-06-09,Central,1637,0.3,572.95,Tamil Nadu
OD490,Vidya,Snacks,Chocolates,Ramanadhapuram,2015-06-09,Central,2232,0.1,870.48,Tamil Nadu
OD491,Amy,Bakery,Cakes,Tirunelveli,2015-06-09,Central,1917,0.22,843.48,Tamil Nadu
OD494,Sheeba,Beverages,Soft Drinks,Cumbum,2017-05-09,West,937,0.33,327.95,Tamil Nadu
OD506,Hafiz,Beverages,Health Drinks,Madurai,2018-11-12,East,2112,0.18,380.16,Tamil Nadu
OD529,Krithika,Snacks,Cookies,Karur,2016-09-03,East,1032,0.33,237.36,Tamil Nadu
OD530,Vidya,Bakery,Breads & Buns,Vellore,2016-09-03,East,1597,0.13,367.31,Tamil Nadu
OD531,Komal,"Eggs, Meat & Fish",Fish,Karur,2016-09-03,East,1537,0.31,169.07,Tamil Nadu
OD532,Roshan,"Eggs, Meat & Fish",Chicken,Coimbatore,2016-11-07,West,1245,0.2,348.6,Tamil Nadu
OD533,Veena,Snacks,Noodles,Ooty,2018-09-07,West,1902,0.13,646.68,Tamil Nadu
OD536,Willams,Snacks,Noodles,Chennai,2017-07-10,West,739,0.17,310.38,Tamil Nadu
OD537,Sudeep,Beverages,Soft Drinks,Ramanadhapuram,2018-09-03,Central,1262,0.22,302.88,Tamil Nadu
OD538,Sheeba,Beverages,Soft Drinks,Perambalur,2016-12-03,East,2241,0.22,493.02,Tamil Nadu
OD539,Surya,Food Grains,Rice,Theni,2016-12-07,South,2060,0.24,412.0,Tamil Nadu
OD540,Surya,Snacks,Chocolates,Salem,2016-12-07,South,1633,0.35,669.53,Tamil Nadu
OD541,Alan,Beverages,Soft Drinks,Trichy,2015-02-01,Central,1338,0.27,374.64,Tamil Nadu
OD544,Sundar,Snacks,Chocolates,Salem,2015-05-11,Central,2289,0.16,526.47,Tamil Nadu
OD545,Arvind,Fruits & Veggies,Fresh Vegetables,Ooty,2015-05-11,Central,898,0.24,44.9,Tamil Nadu
